,BICYCLE_IND,PEDESTRIAN_IND,ROAD_DESCRIPTION_AT INTERSECTION,ROAD_DESCRIPTION_PARKING LOT,LIGHT_CONDITION_DARK-LIGHTED,LIGHT_CONDITION_DAY LIGHT
71525,0.0,0.0,0.0,0.0,1.0,0.0
71531,0.0,0.0,1.0,0.0,1.0,0.0
71569,0.0,0.25,1.0,0.0,0.0,1.0
71668,0.0,0.25,1.0,0.0,0.0,0.0
71677,0.0,0.0,0.0,0.0,0.0,0.0
71712,0.0,0.0,0.0,0.0,1.0,0.0
71742,0.0,0.0,0.0,0.0,0.0,1.0
71826,0.0,0.0,1.0,0.0,0.0,1.0
71874,0.0,0.0,0.0,0.0,0.0,1.0
71876,0.0,0.25,1.0,0.0,0.0,1.0
71886,0.0,0.0,1.0,0.0,0.0,1.0
71918,0.0,0.25,0.0,0.0,0.0,0.0
71995,0.0,0.0,1.0,0.0,0.0,1.0
72011,0.0,0.0,1.0,0.0,0.0,1.0
72013,0.25,0.0,1.0,0.0,0.0,1.0
72052,0.0,0.0,1.0,0.0,0.0,1.0
72065,0.0,0.0,0.0,0.0,0.0,1.0
72091,0.25,0.0,1.0,0.0,0.0,1.0
72100,0.25,0.0,0.0,0.0,1.0,0.0
72112,0.0,0.0,1.0,0.0,0.0,0.0
72126,0.0,0.25,1.0,0.0,0.0,0.0
72140,0.0,0.0,0.0,0.0,1.0,0.0
72167,0.0,0.0,0.0,0.0,0.0,1.0
72379,0.0,0.0,1.0,0.0,0.0,1.0
72520,0.0,0.25,0.0,0.0,1.0,0.0
72552,0.0,0.25,1.0,0.0,0.0,1.0
72558,0.0,0.0,1.0,0.0,1.0,0.0
72570,0.0,0.0,0.0,0.0,1.0,0.0
72608,0.0,0.0,0.0,0.0,0.0,0.0
72633,0.0,0.25,0.0,0.0,0.0,0.0
72637,0.0,0.0,0.0,0.0,0.0,0.0
72644,0.0,0.0,0.0,0.0,1.0,0.0
72656,0.0,0.0,0.0,0.0,0.0,1.0
72706,0.0,0.0,0.0,0.0,1.0,0.0
72957,0.0,0.0,1.0,0.0,1.0,0.0
72961,0.0,0.0,1.0,0.0,1.0,0.0
73020,0.0,0.0,0.0,0.0,0.0,1.0
73252,0.0,0.0,0.0,1.0,0.0,1.0
73363,0.0,0.25,1.0,0.0,0.0,0.0
73369,0.0,0.0,0.0,0.0,1.0,0.0
73449,0.0,0.0,0.0,0.0,0.0,1.0
73518,0.0,0.25,0.0,1.0,0.0,1.0
73569,0.0,0.0,1.0,0.0,0.0,1.0
73668,0.0,0.0,0.0,0.0,1.0,0.0
73684,0.0,0.0,0.0,0.0,0.0,1.0
73688,0.0,0.25,0.0,0.0,0.0,1.0
73730,0.0,0.0,0.0,0.0,0.0,1.0
73800,0.0,0.0,1.0,0.0,1.0,0.0
73801,0.0,0.0,0.0,0.0,1.0,0.0
73944,0.0,0.25,1.0,0.0,0.0,1.0
73961,0.0,0.0,1.0,0.0,1.0,0.0
73987,0.0,0.0,1.0,0.0,1.0,0.0
74234,0.0,0.25,1.0,0.0,1.0,0.0
74329,0.0,0.25,0.0,0.0,0.0,1.0
74355,0.0,0.0,0.0,0.0,0.0,1.0
74362,0.0,0.0,1.0,0.0,0.0,1.0
74389,0.0,0.0,0.0,0.0,1.0,0.0
74456,0.0,0.25,1.0,0.0,0.0,1.0
74457,0.0,0.25,0.0,0.0,0.0,1.0
74551,0.0,0.25,0.0,0.0,0.0,1.0
74565,0.0,0.0,0.0,0.0,1.0,0.0
74685,0.0,0.0,1.0,0.0,0.0,1.0
74717,0.0,0.0,0.0,0.0,0.0,0.0
74774,0.0,0.0,0.0,0.0,1.0,0.0
74901,0.0,0.0,0.0,0.0,0.0,1.0
74970,0.0,0.0,0.0,0.0,0.0,1.0
74997,0.0,0.0,1.0,0.0,1.0,0.0
75029,0.0,0.0,0.0,0.0,0.0,1.0
75044,0.0,0.25,1.0,0.0,0.0,1.0
75088,0.0,0.0,1.0,0.0,0.0,1.0
75096,0.0,0.0,1.0,0.0,1.0,0.0
75127,0.0,0.0,1.0,0.0,1.0,0.0
75138,0.0,0.0,0.0,0.0,1.0,0.0
75334,0.0,0.25,0.0,0.0,0.0,0.0
75400,0.0,0.25,0.0,0.0,0.0,1.0
75407,0.0,0.0,0.0,0.0,0.0,1.0
75451,0.0,0.0,1.0,0.0,0.0,1.0
75514,0.0,0.0,0.0,0.0,0.0,1.0
75533,0.0,0.0,1.0,0.0,0.0,1.0
75556,0.0,0.0,0.0,0.0,0.0,1.0
75586,0.0,0.0,1.0,0.0,1.0,0.0
75613,0.0,0.0,0.0,0.0,0.0,1.0
75657,0.0,0.25,1.0,0.0,0.0,0.0
75737,0.0,0.0,0.0,0.0,0.0,1.0
75845,0.0,0.0,0.0,0.0,0.0,1.0
75871,0.25,0.0,1.0,0.0,0.0,1.0
75941,0.0,0.25,0.0,0.0,1.0,0.0
75989,0.0,0.0,0.0,0.0,1.0,0.0
75996,0.0,0.25,0.0,1.0,0.0,1.0
76027,0.0,0.0,1.0,0.0,0.0,1.0
76037,0.0,0.0,1.0,0.0,1.0,0.0
76041,0.0,0.0,0.0,0.0,1.0,0.0
76071,0.0,0.0,0.0,0.0,0.0,1.0
76074,0.0,0.0,0.0,0.0,0.0,1.0
76095,0.0,0.25,0.0,1.0,0.0,1.0
76099,0.0,0.0,0.0,0.0,0.0,1.0
76174,0.0,0.0,0.0,0.0,1.0,0.0
76251,0.0,0.0,0.0,0.0,1.0,0.0
76310,0.0,0.25,0.0,0.0,1.0,0.0
76345,0.0,0.0,1.0,0.0,1.0,0.0
76351,0.0,0.0,0.0,0.0,1.0,0.0
76367,0.0,0.0,0.0,0.0,1.0,0.0
76371,0.0,0.5,0.0,0.0,0.0,0.0
76457,0.0,0.0,0.0,0.0,1.0,0.0
76525,0.0,0.0,1.0,0.0,0.0,1.0
76533,0.0,0.0,1.0,0.0,0.0,1.0
76553,0.0,0.0,0.0,0.0,0.0,1.0
76556,0.0,0.0,1.0,0.0,0.0,1.0
76753,0.0,0.0,0.0,0.0,0.0,1.0
76758,0.25,0.0,1.0,0.0,0.0,1.0
76767,0.25,0.0,0.0,1.0,0.0,1.0
76813,0.0,0.0,0.0,0.0,1.0,0.0
76838,0.25,0.0,0.0,0.0,0.0,1.0
76863,0.0,0.0,1.0,0.0,0.0,1.0
76888,0.0,0.0,0.0,0.0,0.0,1.0
76896,0.25,0.0,1.0,0.0,0.0,1.0
77047,0.0,0.0,1.0,0.0,1.0,0.0
77076,0.0,0.0,1.0,0.0,0.0,1.0
77081,0.0,0.25,1.0,0.0,0.0,1.0
77160,0.0,0.0,0.0,0.0,1.0,0.0
77225,0.0,0.25,1.0,0.0,0.0,1.0
77249,0.0,0.0,0.0,0.0,1.0,0.0
77314,0.0,0.0,0.0,0.0,0.0,0.0
77374,0.0,0.0,0.0,0.0,1.0,0.0
77386,0.0,0.0,1.0,0.0,1.0,0.0
77390,0.0,0.0,0.0,0.0,0.0,1.0
77395,0.0,0.0,0.0,0.0,1.0,0.0
77409,0.0,0.0,0.0,0.0,0.0,1.0
77460,0.0,0.25,1.0,0.0,0.0,1.0
77470,0.0,0.25,1.0,0.0,0.0,1.0
77508,0.0,0.0,1.0,0.0,0.0,1.0
77605,0.0,0.0,0.0,0.0,1.0,0.0
77645,0.0,0.0,0.0,0.0,0.0,1.0
77702,0.0,0.25,0.0,0.0,1.0,0.0
77705,0.0,0.0,1.0,0.0,0.0,1.0
77765,0.0,0.0,1.0,0.0,1.0,0.0
77930,0.0,0.0,0.0,0.0,1.0,0.0
77939,0.0,0.0,1.0,0.0,1.0,0.0
77973,0.0,0.0,1.0,0.0,1.0,0.0
78042,0.0,0.0,1.0,0.0,0.0,1.0
78067,0.0,0.0,1.0,0.0,1.0,0.0
78068,0.0,0.25,1.0,0.0,0.0,0.0
78089,0.0,0.25,0.0,0.0,1.0,0.0
78134,0.0,0.25,0.0,0.0,1.0,0.0
78165,0.0,0.25,1.0,0.0,0.0,1.0
78243,0.0,0.25,0.0,0.0,1.0,0.0
78247,0.0,0.0,1.0,0.0,1.0,0.0
78267,0.0,0.0,1.0,0.0,1.0,0.0
78356,0.0,0.25,1.0,0.0,1.0,0.0
78358,0.25,0.0,0.0,0.0,0.0,1.0
78366,0.0,0.0,1.0,0.0,0.0,1.0
78373,0.0,0.0,1.0,0.0,0.0,1.0
78384,0.0,0.0,1.0,0.0,0.0,1.0
78387,0.0,0.0,1.0,0.0,0.0,1.0
78408,0.0,0.0,0.0,0.0,1.0,0.0
78440,0.0,0.25,0.0,1.0,0.0,1.0
78441,0.0,0.0,0.0,0.0,0.0,1.0
78597,0.0,0.0,1.0,0.0,1.0,0.0
78696,0.0,0.0,1.0,0.0,0.0,1.0
78860,0.0,0.0,1.0,0.0,0.0,1.0
78887,0.0,0.25,0.0,0.0,0.0,1.0
78934,0.0,0.0,0.0,0.0,0.0,0.0
78946,0.0,0.0,0.0,0.0,0.0,1.0
78947,0.0,0.0,0.0,0.0,0.0,1.0
78958,0.0,0.0,1.0,0.0,0.0,1.0
78961,0.0,0.0,0.0,0.0,1.0,0.0
78977,0.0,0.0,1.0,0.0,1.0,0.0
78987,0.0,0.0,0.0,0.0,0.0,1.0
79032,0.0,0.0,0.0,0.0,0.0,1.0
79040,0.0,0.0,1.0,0.0,0.0,1.0
79071,0.0,0.0,1.0,0.0,0.0,1.0
79099,0.25,0.0,0.0,0.0,1.0,0.0
79131,0.0,0.0,1.0,0.0,1.0,0.0
79174,0.0,0.0,0.0,0.0,0.0,1.0
79220,0.0,0.0,1.0,0.0,0.0,1.0
79229,0.0,0.0,0.0,0.0,1.0,0.0
79273,0.0,0.0,0.0,0.0,0.0,1.0
79303,0.0,0.0,1.0,0.0,1.0,0.0
79522,0.0,0.0,1.0,0.0,0.0,1.0
79578,0.0,0.0,0.0,0.0,1.0,0.0
79712,0.0,0.0,0.0,0.0,1.0,0.0
79800,0.0,0.0,0.0,0.0,1.0,0.0
79841,0.0,0.0,1.0,0.0,0.0,1.0
79888,0.0,0.0,0.0,0.0,1.0,0.0
79889,0.0,0.0,0.0,0.0,0.0,0.0
79970,0.0,0.0,0.0,0.0,1.0,0.0
80022,0.0,0.25,1.0,0.0,0.0,1.0
80031,0.25,0.0,1.0,0.0,0.0,1.0
80057,0.0,0.0,0.0,0.0,1.0,0.0
80076,0.0,0.0,1.0,0.0,0.0,1.0
80114,0.0,0.0,0.0,0.0,0.0,1.0
80143,0.0,0.0,1.0,0.0,0.0,1.0
80198,0.0,0.0,0.0,0.0,0.0,1.0
80363,0.0,0.25,0.0,0.0,1.0,0.0
80364,0.0,0.0,0.0,0.0,1.0,0.0
80428,0.0,0.25,0.0,0.0,0.0,0.0
80569,0.0,0.0,0.0,0.0,1.0,0.0
80597,0.0,0.0,0.0,0.0,1.0,0.0
80659,0.0,0.25,0.0,0.0,0.0,1.0
80828,0.0,0.0,1.0,0.0,0.0,1.0
80931,0.0,0.0,0.0,0.0,1.0,0.0
80966,0.0,0.25,0.0,0.0,1.0,0.0
80969,0.0,0.0,1.0,0.0,1.0,0.0
80985,0.0,0.0,0.0,0.0,1.0,0.0
81058,0.0,0.0,1.0,0.0,0.0,1.0
81101,0.0,0.25,0.0,0.0,0.0,1.0
81147,0.0,0.25,0.0,0.0,1.0,0.0
81264,0.0,0.25,0.0,0.0,1.0,0.0
81271,0.0,0.0,1.0,0.0,1.0,0.0
81282,0.0,0.0,0.0,0.0,0.0,1.0
81307,0.0,0.0,1.0,0.0,0.0,1.0
81340,0.0,0.25,1.0,0.0,0.0,1.0
81358,0.0,0.0,1.0,0.0,0.0,1.0
81456,0.0,0.25,0.0,1.0,0.0,1.0
81461,0.0,0.25,1.0,0.0,0.0,1.0
81558,0.0,0.0,1.0,0.0,0.0,0.0
81725,0.0,0.0,1.0,0.0,1.0,0.0
81821,0.0,0.25,0.0,0.0,1.0,0.0
82000,0.0,0.25,0.0,0.0,0.0,1.0
82027,0.0,0.25,0.0,0.0,0.0,1.0
82054,0.25,0.0,1.0,0.0,1.0,0.0
82056,0.0,0.0,0.0,0.0,1.0,0.0
82144,0.0,0.25,1.0,0.0,0.0,1.0
82262,0.0,0.0,0.0,0.0,0.0,1.0
82323,0.0,0.25,1.0,0.0,0.0,1.0
82334,0.0,0.0,1.0,0.0,0.0,1.0
82399,0.0,0.0,0.0,0.0,0.0,1.0
82402,0.0,0.0,0.0,0.0,1.0,0.0
82406,0.0,0.0,1.0,0.0,0.0,1.0
82437,0.0,0.0,0.0,0.0,1.0,0.0
82466,0.25,0.0,1.0,0.0,1.0,0.0
82469,0.0,0.25,1.0,0.0,1.0,0.0
82539,0.0,0.0,0.0,0.0,1.0,0.0
82614,0.0,0.0,1.0,0.0,0.0,1.0
82624,0.0,0.0,1.0,0.0,0.0,1.0
82685,0.25,0.0,1.0,0.0,0.0,1.0
82843,0.0,0.0,0.0,0.0,0.0,1.0
82871,0.0,0.0,0.0,0.0,0.0,1.0
82980,0.0,0.0,0.0,0.0,0.0,1.0
83040,0.0,0.25,1.0,0.0,0.0,1.0
83070,0.0,0.0,0.0,0.0,0.0,1.0
83100,0.0,0.25,0.0,0.0,1.0,0.0
83193,0.0,0.0,0.0,0.0,1.0,0.0
83259,0.0,0.0,1.0,0.0,0.0,1.0
83271,0.0,0.0,1.0,0.0,0.0,0.0
83284,0.0,0.0,0.0,0.0,1.0,0.0
83349,0.0,0.25,1.0,0.0,1.0,0.0
83383,0.0,0.0,0.0,0.0,0.0,1.0
83406,0.0,0.0,1.0,0.0,1.0,0.0
83426,0.0,0.25,0.0,0.0,0.0,1.0
83562,0.0,0.0,0.0,0.0,0.0,1.0
83563,0.0,0.0,0.0,0.0,0.0,1.0
83701,0.0,0.25,1.0,0.0,1.0,0.0
83707,0.0,0.0,0.0,0.0,0.0,1.0
83712,0.0,0.0,1.0,0.0,0.0,1.0
83740,0.0,0.0,1.0,0.0,0.0,1.0
83755,0.0,0.25,0.0,0.0,0.0,1.0
83801,0.0,0.0,1.0,0.0,0.0,1.0
83835,0.0,0.0,0.0,0.0,1.0,0.0
83861,0.0,0.0,1.0,0.0,1.0,0.0
83862,0.0,0.0,1.0,0.0,1.0,0.0
83878,0.0,0.0,0.0,0.0,1.0,0.0
83931,0.0,0.0,0.0,0.0,1.0,0.0
83953,0.0,0.25,0.0,0.0,0.0,1.0
84063,0.0,0.0,1.0,0.0,0.0,0.0
84353,0.0,0.0,0.0,0.0,0.0,0.0
84376,0.0,0.0,1.0,0.0,1.0,0.0
84411,0.0,0.0,0.0,0.0,0.0,1.0
84457,0.0,0.0,0.0,0.0,0.0,1.0
84514,0.0,0.0,1.0,0.0,1.0,0.0
84550,0.0,0.0,1.0,0.0,0.0,1.0
84561,0.0,0.0,0.0,0.0,1.0,0.0
84612,0.0,0.25,0.0,0.0,0.0,1.0
84649,0.0,0.0,1.0,0.0,0.0,1.0
84687,0.0,0.25,1.0,0.0,1.0,0.0
84756,0.0,0.0,1.0,0.0,0.0,1.0
84805,0.0,0.0,1.0,0.0,1.0,0.0
84844,0.0,0.25,1.0,0.0,0.0,1.0
84873,0.0,0.25,1.0,0.0,1.0,0.0
84953,0.0,0.0,0.0,0.0,0.0,1.0
84970,0.0,0.0,0.0,0.0,0.0,1.0
85150,0.0,0.0,1.0,0.0,0.0,1.0
85203,0.0,0.0,0.0,0.0,0.0,1.0
85215,0.0,0.0,0.0,0.0,0.0,1.0
85295,0.0,0.25,0.0,0.0,0.0,0.0
85315,0.0,0.0,0.0,0.0,0.0,1.0
85377,0.0,0.0,0.0,0.0,0.0,1.0
85403,0.0,0.25,1.0,0.0,0.0,1.0
85404,0.0,0.0,0.0,0.0,0.0,1.0
85410,0.0,0.0,0.0,0.0,1.0,0.0
85476,0.0,0.0,0.0,0.0,1.0,0.0
85688,0.0,0.0,0.0,0.0,1.0,0.0
85778,0.0,0.0,0.0,0.0,0.0,1.0
85818,0.0,0.25,0.0,0.0,0.0,0.0
85842,0.0,0.0,0.0,0.0,0.0,1.0
85897,0.0,0.0,1.0,0.0,0.0,0.0
86024,0.0,0.0,0.0,0.0,1.0,0.0
86082,0.0,0.25,0.0,0.0,1.0,0.0
86101,0.0,0.0,0.0,0.0,1.0,0.0
86138,0.0,0.0,0.0,0.0,1.0,0.0
86139,0.0,0.0,0.0,0.0,0.0,0.0
86152,0.0,0.0,0.0,0.0,0.0,1.0
86269,0.25,0.0,0.0,0.0,1.0,0.0
86321,0.0,0.0,0.0,0.0,0.0,1.0
86331,0.0,0.0,0.0,0.0,1.0,0.0
86349,0.0,0.0,0.0,0.0,0.0,1.0
86398,0.0,0.0,0.0,0.0,0.0,1.0
86407,0.25,0.0,0.0,0.0,0.0,1.0
86418,0.0,0.25,0.0,0.0,0.0,1.0
86432,0.0,0.0,1.0,0.0,0.0,1.0
86456,0.25,0.0,1.0,0.0,0.0,1.0
86532,0.0,0.25,0.0,0.0,0.0,1.0
86590,0.0,0.0,0.0,0.0,0.0,1.0
86591,0.0,0.0,0.0,0.0,0.0,1.0
86637,0.0,0.0,0.0,0.0,0.0,1.0
86656,0.0,0.0,0.0,0.0,0.0,1.0
86666,0.0,0.0,0.0,0.0,0.0,1.0
86708,0.0,0.0,0.0,0.0,1.0,0.0
86895,0.0,0.0,0.0,0.0,0.0,1.0
86960,0.0,0.0,1.0,0.0,0.0,1.0
87007,0.25,0.0,1.0,0.0,1.0,0.0
87150,0.0,0.0,0.0,0.0,1.0,0.0
87163,0.0,0.0,0.0,0.0,0.0,1.0
87179,0.0,0.0,0.0,0.0,0.0,1.0
87217,0.25,0.0,0.0,0.0,1.0,0.0
87254,0.0,0.0,0.0,0.0,1.0,0.0
87258,0.0,0.0,1.0,0.0,0.0,1.0
87290,0.25,0.0,0.0,0.0,0.0,1.0
87326,0.0,0.0,0.0,0.0,1.0,0.0
87340,0.0,0.0,1.0,0.0,0.0,1.0
87342,0.0,0.0,0.0,0.0,0.0,1.0
87357,0.0,0.0,0.0,0.0,0.0,1.0
87361,0.0,0.0,1.0,0.0,0.0,1.0
87404,0.0,0.0,0.0,1.0,0.0,1.0
87424,0.0,0.0,0.0,0.0,1.0,0.0
87427,0.0,0.0,1.0,0.0,0.0,1.0
87495,0.0,0.0,1.0,0.0,0.0,1.0
87566,0.0,0.0,1.0,0.0,0.0,1.0
87616,0.0,0.0,0.0,0.0,0.0,1.0
87630,0.0,0.0,0.0,0.0,0.0,1.0
87631,0.0,0.0,1.0,0.0,0.0,1.0
87638,0.0,0.25,1.0,0.0,1.0,0.0
87660,0.0,0.0,1.0,0.0,1.0,0.0
87671,0.0,0.25,0.0,0.0,0.0,1.0
87805,0.25,0.0,1.0,0.0,0.0,1.0
87812,0.25,0.0,1.0,0.0,0.0,1.0
87895,0.0,0.5,0.0,0.0,1.0,0.0
87958,0.0,0.0,0.0,0.0,1.0,0.0
87978,0.0,0.0,0.0,0.0,1.0,0.0
87983,0.0,0.0,0.0,0.0,0.0,1.0
87990,0.0,0.0,0.0,0.0,0.0,1.0
87997,0.0,0.25,0.0,0.0,0.0,0.0
88007,0.0,0.0,1.0,0.0,0.0,1.0
88044,0.0,0.5,1.0,0.0,1.0,0.0
88050,0.0,0.0,0.0,0.0,0.0,1.0
88061,0.0,0.0,0.0,0.0,0.0,1.0
88126,0.0,0.0,1.0,0.0,1.0,0.0
88135,0.0,0.0,0.0,0.0,0.0,1.0
88153,0.25,0.0,0.0,0.0,1.0,0.0
88277,0.0,0.0,0.0,0.0,0.0,1.0
88343,0.0,0.25,0.0,0.0,1.0,0.0
88400,0.0,0.0,0.0,0.0,1.0,0.0
88476,0.0,0.0,0.0,0.0,0.0,1.0
88496,0.0,0.0,1.0,0.0,0.0,1.0
88539,0.0,0.0,0.0,0.0,0.0,1.0
88551,0.0,0.5,0.0,0.0,0.0,1.0
88558,0.0,0.0,0.0,0.0,0.0,1.0
88632,0.0,0.0,0.0,0.0,0.0,1.0
88682,0.0,0.0,1.0,0.0,0.0,1.0
88743,0.0,0.0,1.0,0.0,0.0,1.0
88767,0.25,0.0,0.0,0.0,0.0,1.0
88786,0.25,0.0,1.0,0.0,0.0,1.0
88829,0.0,0.0,0.0,0.0,0.0,1.0
88983,0.0,0.0,1.0,0.0,0.0,1.0
89010,0.0,0.25,1.0,0.0,0.0,1.0
89025,0.0,0.25,0.0,0.0,0.0,1.0
89037,0.0,0.0,0.0,0.0,0.0,1.0
89050,0.0,0.25,0.0,0.0,0.0,1.0
89244,0.25,0.0,0.0,0.0,1.0,0.0
89303,0.0,0.0,0.0,0.0,0.0,1.0
89388,0.0,0.0,1.0,0.0,0.0,1.0
89393,0.0,0.0,1.0,0.0,0.0,1.0
89437,0.0,0.0,1.0,0.0,1.0,0.0
89468,0.0,0.0,1.0,0.0,1.0,0.0
89472,0.0,0.0,0.0,0.0,0.0,0.0
89509,0.0,0.0,1.0,0.0,0.0,1.0
89564,0.0,0.5,0.0,1.0,0.0,1.0
89572,0.0,0.0,0.0,0.0,0.0,1.0
89574,0.0,0.0,0.0,0.0,0.0,1.0
89677,0.0,0.0,0.0,0.0,0.0,1.0
89680,0.0,0.25,0.0,0.0,1.0,0.0
89687,0.0,0.0,1.0,0.0,1.0,0.0
89757,0.0,0.0,1.0,0.0,0.0,1.0
89914,0.0,0.0,0.0,0.0,1.0,0.0
89923,0.0,0.0,0.0,0.0,0.0,0.0
89945,0.0,0.0,0.0,0.0,1.0,0.0
89961,0.0,0.5,0.0,0.0,1.0,0.0
89963,0.0,0.25,1.0,0.0,1.0,0.0
90047,0.0,0.0,0.0,0.0,1.0,0.0
90064,0.0,0.0,0.0,0.0,0.0,1.0
90067,0.0,0.0,1.0,0.0,1.0,0.0
90101,0.0,0.25,0.0,0.0,1.0,0.0
90192,0.25,0.0,1.0,0.0,0.0,1.0
90204,0.0,0.0,0.0,0.0,0.0,1.0
90374,0.0,0.0,1.0,0.0,1.0,0.0
90403,0.0,0.0,0.0,0.0,0.0,0.0
90415,0.0,0.25,0.0,0.0,0.0,1.0
90432,0.0,0.0,1.0,0.0,0.0,1.0
90446,0.0,0.0,0.0,0.0,1.0,0.0
90471,0.0,0.0,1.0,0.0,0.0,1.0
90567,0.0,0.0,0.0,0.0,0.0,1.0
90623,0.0,0.0,0.0,0.0,1.0,0.0
90669,0.0,0.25,0.0,0.0,1.0,0.0
90685,0.0,0.0,1.0,0.0,0.0,1.0
90719,0.0,0.25,0.0,0.0,1.0,0.0
90815,0.0,0.0,1.0,0.0,0.0,1.0
90817,0.0,0.0,0.0,0.0,1.0,0.0
90878,0.0,0.25,0.0,0.0,1.0,0.0
90894,0.0,0.0,1.0,0.0,0.0,1.0
90895,0.0,0.0,1.0,0.0,0.0,1.0
90917,0.0,0.25,0.0,0.0,1.0,0.0
90931,0.0,0.0,0.0,0.0,1.0,0.0
91045,0.0,0.0,0.0,0.0,1.0,0.0
91064,0.0,0.0,0.0,0.0,0.0,1.0
91378,0.0,0.0,0.0,0.0,0.0,1.0
91396,0.0,0.0,0.0,0.0,0.0,1.0
91486,0.0,0.0,1.0,0.0,0.0,1.0
91753,0.0,0.25,0.0,0.0,0.0,1.0
91859,0.0,0.0,0.0,0.0,1.0,0.0
91867,0.25,0.0,1.0,0.0,0.0,1.0
91886,0.0,0.0,1.0,0.0,0.0,1.0
91897,0.0,0.0,1.0,0.0,1.0,0.0
91901,0.0,0.0,1.0,0.0,1.0,0.0
92117,0.0,0.0,0.0,0.0,1.0,0.0
92198,0.0,0.0,0.0,0.0,1.0,0.0
92314,0.0,0.0,0.0,0.0,1.0,0.0
92499,0.0,0.0,0.0,0.0,0.0,1.0
92508,0.0,0.0,0.0,0.0,0.0,1.0
92651,0.0,0.0,1.0,0.0,1.0,0.0
92720,0.0,0.25,0.0,0.0,0.0,1.0
92731,0.0,0.75,0.0,0.0,0.0,0.0
92740,0.0,0.0,1.0,0.0,0.0,0.0
92756,0.0,0.0,0.0,0.0,1.0,0.0
92810,0.0,0.0,0.0,0.0,0.0,0.0
92815,0.25,0.0,1.0,0.0,1.0,0.0
92890,0.0,0.0,0.0,0.0,0.0,1.0
92922,0.0,0.0,0.0,0.0,0.0,1.0
92930,0.0,0.0,0.0,0.0,0.0,1.0
92938,0.0,0.0,0.0,0.0,1.0,0.0
92950,0.0,0.0,1.0,0.0,1.0,0.0
92972,0.0,0.25,0.0,0.0,1.0,0.0
93096,0.0,0.0,0.0,0.0,0.0,0.0
93191,0.0,0.0,0.0,0.0,0.0,1.0
93239,0.0,0.0,1.0,0.0,0.0,1.0
93245,0.0,0.0,0.0,0.0,0.0,0.0
93272,0.0,0.0,0.0,0.0,1.0,0.0
93275,0.0,0.0,0.0,0.0,1.0,0.0
93338,0.0,0.0,0.0,1.0,0.0,1.0
93340,0.0,0.25,0.0,0.0,0.0,1.0
93406,0.0,0.0,0.0,0.0,0.0,1.0
93431,0.25,0.0,0.0,0.0,0.0,1.0
93469,0.0,0.0,0.0,0.0,0.0,1.0
93538,0.0,0.0,0.0,0.0,0.0,1.0
93635,0.0,0.5,1.0,0.0,1.0,0.0
93638,0.0,0.0,0.0,0.0,1.0,0.0
93789,0.25,0.0,1.0,0.0,0.0,1.0
93796,0.0,0.25,0.0,1.0,1.0,0.0
93816,0.0,0.25,1.0,0.0,0.0,1.0
93824,0.0,0.0,1.0,0.0,0.0,1.0
93943,0.0,0.0,0.0,0.0,1.0,0.0
93985,0.0,0.25,0.0,0.0,1.0,0.0
94069,0.0,0.25,0.0,0.0,1.0,0.0
94109,0.0,0.0,0.0,0.0,1.0,0.0
94117,0.0,0.25,0.0,0.0,1.0,0.0
94118,0.0,0.25,0.0,0.0,1.0,0.0
94119,0.0,0.25,1.0,0.0,0.0,0.0
94178,0.0,0.0,1.0,0.0,0.0,1.0
94193,0.0,0.0,0.0,0.0,0.0,1.0
94211,0.0,0.0,1.0,0.0,0.0,1.0
94219,0.0,0.0,0.0,0.0,0.0,1.0
94228,0.0,0.0,0.0,0.0,0.0,1.0
94368,0.0,0.0,0.0,0.0,0.0,1.0
94406,0.0,0.0,0.0,0.0,0.0,1.0
94414,0.0,0.0,0.0,0.0,0.0,1.0
94420,0.0,0.0,1.0,0.0,0.0,1.0
94483,0.0,0.0,1.0,0.0,0.0,1.0
94493,0.0,0.0,1.0,0.0,1.0,0.0
94497,0.0,0.0,0.0,0.0,1.0,0.0
94523,0.0,0.25,0.0,0.0,1.0,0.0
94703,0.0,0.0,1.0,0.0,1.0,0.0
94752,0.0,0.25,0.0,0.0,0.0,1.0
94795,0.0,0.0,1.0,0.0,0.0,1.0
94851,0.0,0.0,1.0,0.0,1.0,0.0
94870,0.0,0.0,0.0,0.0,0.0,1.0
94880,0.0,0.25,1.0,0.0,1.0,0.0
94884,0.0,0.0,0.0,0.0,1.0,0.0
94919,0.0,0.25,0.0,0.0,0.0,1.0
94943,0.0,0.0,1.0,0.0,0.0,0.0
94984,0.25,0.0,1.0,0.0,0.0,0.0
95004,0.0,0.25,0.0,0.0,0.0,1.0
95052,0.0,0.0,0.0,0.0,1.0,0.0
95120,0.25,0.0,1.0,0.0,0.0,1.0
95140,0.0,0.0,0.0,0.0,1.0,0.0
95184,0.0,0.0,0.0,0.0,1.0,0.0
95206,0.0,0.0,0.0,0.0,1.0,0.0
95274,0.0,0.0,0.0,0.0,0.0,1.0
95291,0.0,0.0,0.0,0.0,1.0,0.0
95466,0.0,0.0,0.0,0.0,1.0,0.0
95473,0.0,0.0,1.0,0.0,1.0,0.0
95481,0.0,0.0,0.0,0.0,0.0,0.0
95491,0.0,0.0,1.0,0.0,1.0,0.0
95509,0.0,0.0,0.0,0.0,0.0,1.0
95586,0.0,0.0,0.0,0.0,1.0,0.0
95612,0.0,0.0,1.0,0.0,1.0,0.0
